date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:54:18	28494/28494	---M-Z	200	added ('OK')	text/html	etag:%22262f6c-6f4e-56a49fc506d77-gzip%22	http://templates.aucreative.co/arges/shop-detail.html	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/shop-detail.html	(from http://templates.aucreative.co/arges/home-01.html)
11:54:18	21214/21214	---M-Z	200	added ('OK')	text/html	etag:%22262f6b-52de-56a49fc427f06-gzip%22	http://templates.aucreative.co/arges/shop-cart.html	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/shop-cart.html	(from http://templates.aucreative.co/arges/home-01.html)
11:54:19	19050/19050	---M-Z	200	added ('OK')	text/html	etag:%22262f5d-4a6a-56a49fb66e7a7-gzip%22	http://templates.aucreative.co/arges/contact.html	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/contact.html	(from http://templates.aucreative.co/arges/home-01.html)
11:54:24	171676/171676	---M--	200	added ('OK')	application/x-font-ttf	etag:%223a0dc2-29e9c-56a454beef280%22	http://templates.aucreative.co/arges/fonts/Roboto/Roboto-Regular.ttf	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/fonts/Roboto/Roboto-Regular.ttf	(from http://templates.aucreative.co/arges/css/main.css)
11:54:29	56775/56775	---M--	200	added ('OK')	image/jpeg	etag:%22382dec-ddc7-56a453bec1eff%22	http://templates.aucreative.co/arges/images/slide-01.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/slide-01.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:54:31	172064/172064	---M--	200	added ('OK')	application/x-font-ttf	etag:%223a0dbf-2a020-56a454bb767a7%22	http://templates.aucreative.co/arges/fonts/Roboto/Roboto-Medium.ttf	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/fonts/Roboto/Roboto-Medium.ttf	(from http://templates.aucreative.co/arges/css/main.css)
11:54:31	170760/170760	---M--	200	added ('OK')	application/x-font-ttf	etag:%223a0db7-29b08-56a454b531f9b%22	http://templates.aucreative.co/arges/fonts/Roboto/Roboto-Bold.ttf	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/fonts/Roboto/Roboto-Bold.ttf	(from http://templates.aucreative.co/arges/css/main.css)
11:54:31	39441/39441	---M--	200	added ('OK')	image/jpeg	etag:%22382dbd-9a11-56a453a9b3092%22	http://templates.aucreative.co/arges/images/services-01.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/services-01.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:54:32	2889/2889	---M--	200	added ('OK')	image/png	etag:%22382e28-b49-56a453d44ba48%22	http://templates.aucreative.co/arges/images/icons/symbol-01-dark.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/icons/symbol-01-dark.png	(from http://templates.aucreative.co/arges/home-01.html)
11:54:32	2826/2826	---M--	200	added ('OK')	image/png	etag:%22382e33-b0a-56a453d46ba01%22	http://templates.aucreative.co/arges/images/icons/symbol-01-light.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/icons/symbol-01-light.png	(from http://templates.aucreative.co/arges/home-01.html)
11:54:33	2771/2771	---M--	200	added ('OK')	image/png	etag:%22382e34-ad3-56a453d5763a7%22	http://templates.aucreative.co/arges/images/icons/symbol-02-dark.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/icons/symbol-02-dark.png	(from http://templates.aucreative.co/arges/home-01.html)
11:54:33	2734/2734	---M--	200	added ('OK')	image/png	etag:%22382e35-aae-56a453d597ad0%22	http://templates.aucreative.co/arges/images/icons/symbol-02-light.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/icons/symbol-02-light.png	(from http://templates.aucreative.co/arges/home-01.html)
11:54:34	3787/3787	---M--	200	added ('OK')	image/png	etag:%22382e36-ecb-56a453d6c3f87%22	http://templates.aucreative.co/arges/images/icons/symbol-03-dark.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/icons/symbol-03-dark.png	(from http://templates.aucreative.co/arges/home-01.html)
11:54:34	3624/3624	---M--	200	added ('OK')	image/png	etag:%22382e38-e28-56a453d6f8761%22	http://templates.aucreative.co/arges/images/icons/symbol-03-light.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/icons/symbol-03-light.png	(from http://templates.aucreative.co/arges/home-01.html)
11:54:35	3366/3366	---M--	200	added ('OK')	image/png	etag:%22382e39-d26-56a453d7f525f%22	http://templates.aucreative.co/arges/images/icons/symbol-04-dark.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/icons/symbol-04-dark.png	(from http://templates.aucreative.co/arges/home-01.html)
11:54:35	3244/3244	---M--	200	added ('OK')	image/png	etag:%22382e3a-cac-56a453d7f42bf%22	http://templates.aucreative.co/arges/images/icons/symbol-04-light.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/icons/symbol-04-light.png	(from http://templates.aucreative.co/arges/home-01.html)
11:54:35	33841/33841	---M--	200	added ('OK')	image/jpeg	etag:%22382dc0-8431-56a453ab918de%22	http://templates.aucreative.co/arges/images/services-03.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/services-03.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:54:35	61580/61580	---M--	200	added ('OK')	image/jpeg	etag:%22382dbe-f08c-56a453aa5bbce%22	http://templates.aucreative.co/arges/images/services-02.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/services-02.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:54:47	77870/77870	---M--	200	added ('OK')	image/jpeg	etag:%22382d9e-1302e-56a4539a6ba2a%22	http://templates.aucreative.co/arges/images/project-01.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/project-01.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:54:49	85114/85114	---M--	200	added ('OK')	image/jpeg	etag:%22382da2-14c7a-56a4539c4b5fe%22	http://templates.aucreative.co/arges/images/project-03.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/project-03.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:54:50	97258/97258	---M--	200	added ('OK')	image/jpeg	etag:%22382da0-17bea-56a4539ada79c%22	http://templates.aucreative.co/arges/images/project-02.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/project-02.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:54:55	26342/26342	---M--	200	added ('OK')	image/jpeg	etag:%22382d72-66e6-56a453867c554%22	http://templates.aucreative.co/arges/images/news-03.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/news-03.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:54:56	53476/53476	---M--	200	added ('OK')	image/jpeg	etag:%22382d70-d0e4-56a45384d4bf2%22	http://templates.aucreative.co/arges/images/news-01.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/news-01.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:54:57	5971/5971	---M--	200	added ('OK')	image/png	etag:%22382e1d-1753-56a453d0fd723%22	http://templates.aucreative.co/arges/images/icons/partner-01.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/icons/partner-01.png	(from http://templates.aucreative.co/arges/home-01.html)
11:54:58	7264/7264	---M--	200	added ('OK')	image/png	etag:%22382e1f-1c60-56a453d0fe6c3%22	http://templates.aucreative.co/arges/images/icons/partner-02.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/icons/partner-02.png	(from http://templates.aucreative.co/arges/home-01.html)
11:54:59	12961/12961	---M--	200	added ('OK')	image/png	etag:%22382e20-32a1-56a453d267054%22	http://templates.aucreative.co/arges/images/icons/partner-03.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/icons/partner-03.png	(from http://templates.aucreative.co/arges/home-01.html)
11:54:59	6497/6497	---M--	200	added ('OK')	image/png	etag:%22382e23-1961-56a453d22a792%22	http://templates.aucreative.co/arges/images/icons/partner-04.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/icons/partner-04.png	(from http://templates.aucreative.co/arges/home-01.html)
11:55:01	7863/7863	---M--	200	added ('OK')	image/png	etag:%22382e24-1eb7-56a453d35be52%22	http://templates.aucreative.co/arges/images/icons/partner-05.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/icons/partner-05.png	(from http://templates.aucreative.co/arges/home-01.html)
11:55:01	79123/79123	---M--	200	added ('OK')	image/jpeg	etag:%22382d71-13513-56a45385af7f7%22	http://templates.aucreative.co/arges/images/news-02.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/news-02.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:55:02	6634/6634	---M--	200	added ('OK')	image/jpeg	etag:%22382d40-19ea-56a453641b414%22	http://templates.aucreative.co/arges/images/ava-01.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/ava-01.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:55:02	177103/177103	---M--	200	added ('OK')	image/jpeg	etag:%22382d59-2b3cf-56a4537474d3b%22	http://templates.aucreative.co/arges/images/bg-01.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/bg-01.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:55:03	6021/6021	---M--	200	added ('OK')	image/jpeg	etag:%22382d46-1785-56a45364580bd%22	http://templates.aucreative.co/arges/images/ava-02.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/ava-02.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:55:03	19357/19357	---M-Z	200	added ('OK')	text/html	etag:%22262f6e-4b9d-56a49fc7e6eeb-gzip%22	http://templates.aucreative.co/arges/typography.html	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/typography.html	(from http://templates.aucreative.co/arges/home-01.html)
11:55:03	2815/2815	---M--	200	added ('OK')	image/png	etag:%22382e1c-aff-56a453cf588b8%22	http://templates.aucreative.co/arges/images/icons/logo-02.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/icons/logo-02.png	(from http://templates.aucreative.co/arges/home-01.html)
11:55:19	122467/122467	---M--	200	added ('OK')	image/jpeg	etag:%22382d5a-1de63-56a453755cc30%22	http://templates.aucreative.co/arges/images/bg-02.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/bg-02.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:55:20	101610/101610	---M--	200	added ('OK')	image/jpeg	etag:%22382d64-18cea-56a4537e692e9%22	http://templates.aucreative.co/arges/images/gallery-01.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/gallery-01.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:55:24	129000/129000	---M--	200	added ('OK')	image/jpeg	etag:%22382d67-1f7e8-56a4537f34cbe%22	http://templates.aucreative.co/arges/images/gallery-02.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/gallery-02.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:55:35	97429/97429	---M--	200	added ('OK')	image/jpeg	etag:%22382d68-17c95-56a45380a18b7%22	http://templates.aucreative.co/arges/images/gallery-03.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/gallery-03.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:55:36	209971/209971	---M--	200	added ('OK')	image/jpeg	etag:%22382d5b-33433-56a45376d3852%22	http://templates.aucreative.co/arges/images/bg-03.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/bg-03.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:55:40	98774/98774	---M--	200	added ('OK')	image/jpeg	etag:%22382d6e-181d6-56a45382bc5dc%22	http://templates.aucreative.co/arges/images/gallery-05.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/gallery-05.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:55:45	156875/156875	---M--	200	added ('OK')	image/jpeg	etag:%22382d6a-264cb-56a45381a83de%22	http://templates.aucreative.co/arges/images/gallery-04.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/gallery-04.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:55:49	83791/83791	---M--	200	added ('OK')	image/jpeg	etag:%22382d6f-1474f-56a4538386841%22	http://templates.aucreative.co/arges/images/gallery-06.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/gallery-06.jpg	(from http://templates.aucreative.co/arges/home-01.html)
11:55:49	23863/23863	---M--	200	added ('OK')	application/javascript	etag:%22300b01-5d37-56a45311487de%22	http://templates.aucreative.co/arges/vendor/revolution/js/extensions/revolution.extension.video.min.js	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/js/extensions/revolution.extension.video.min.js	(from http://templates.aucreative.co/arges/home-01.html)
11:55:50	62649/62649	---M--	200	added ('OK')	application/javascript	etag:%222c14fe-f4b9-56a452cfd3cd0%22	http://templates.aucreative.co/arges/vendor/revolution/js/jquery.themepunch.revolution.min.js	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/js/jquery.themepunch.revolution.min.js	(from http://templates.aucreative.co/arges/home-01.html)
11:55:50	7601/7601	---M--	200	added ('OK')	application/javascript	etag:%22300afa-1db1-56a4530be499c%22	http://templates.aucreative.co/arges/vendor/revolution/js/extensions/revolution.extension.carousel.min.js	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/js/extensions/revolution.extension.carousel.min.js	(from http://templates.aucreative.co/arges/home-01.html)
11:55:52	8895/8895	---M--	200	added ('OK')	application/javascript	etag:%22300af9-22bf-56a4530acd0ee%22	http://templates.aucreative.co/arges/vendor/revolution/js/extensions/revolution.extension.actions.min.js	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/js/extensions/revolution.extension.actions.min.js	(from http://templates.aucreative.co/arges/home-01.html)
11:55:52	107382/107382	---M--	200	added ('OK')	application/javascript	etag:%222c14ff-1a376-56a452d02edda%22	http://templates.aucreative.co/arges/vendor/revolution/js/jquery.themepunch.tools.min.js	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/js/jquery.themepunch.tools.min.js	(from http://templates.aucreative.co/arges/home-01.html)
11:55:53	3378/3378	---M--	200	added ('OK')	application/javascript	etag:%22300afb-d32-56a4530c35696%22	http://templates.aucreative.co/arges/vendor/revolution/js/extensions/revolution.extension.kenburn.min.js	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/js/extensions/revolution.extension.kenburn.min.js	(from http://templates.aucreative.co/arges/home-01.html)
11:55:54	28412/28412	---M--	200	added ('OK')	application/javascript	etag:%22300b00-6efc-56a45310f30ac%22	http://templates.aucreative.co/arges/vendor/revolution/js/extensions/revolution.extension.slideanims.min.js	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/js/extensions/revolution.extension.slideanims.min.js	(from http://templates.aucreative.co/arges/home-01.html)
11:55:54	6104/6104	---M--	200	added ('OK')	application/javascript	etag:%22300afd-17d8-56a4530d636a6%22	http://templates.aucreative.co/arges/vendor/revolution/js/extensions/revolution.extension.migration.min.js	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/js/extensions/revolution.extension.migration.min.js	(from http://templates.aucreative.co/arges/home-01.html)
11:55:56	10673/10673	---M--	200	added ('OK')	application/javascript	etag:%22300aff-29b1-56a4530f6edb2%22	http://templates.aucreative.co/arges/vendor/revolution/js/extensions/revolution.extension.parallax.min.js	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/js/extensions/revolution.extension.parallax.min.js	(from http://templates.aucreative.co/arges/home-01.html)
11:55:56	5930/5930	---M--	200	added ('OK')	application/javascript	etag:%222c152e-172a-56bafc6cc8581%22	http://templates.aucreative.co/arges/js/revo-custom.js	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/js/revo-custom.js	(from http://templates.aucreative.co/arges/home-01.html)
11:55:56	26065/26065	---M--	200	added ('OK')	application/javascript	etag:%22300afe-65d1-56a4530f31d21%22	http://templates.aucreative.co/arges/vendor/revolution/js/extensions/revolution.extension.navigation.min.js	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/js/extensions/revolution.extension.navigation.min.js	(from http://templates.aucreative.co/arges/home-01.html)
11:55:57	50169/50169	---M--	200	added ('OK')	application/javascript	etag:%22300afc-c3f9-56a4530dea6d1%22	http://templates.aucreative.co/arges/vendor/revolution/js/extensions/revolution.extension.layeranimation.min.js	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/js/extensions/revolution.extension.layeranimation.min.js	(from http://templates.aucreative.co/arges/home-01.html)
11:56:00	27538/27538	---M--	200	added ('OK')	image/jpeg	etag:%22382d80-6b92-56a4538db8652%22	http://templates.aucreative.co/arges/images/other-01.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/other-01.jpg	(from http://templates.aucreative.co/arges/home-02.html)
11:56:01	2239/2239	---M--	200	added ('OK')	image/jpeg	etag:%22382d4c-8bf-56a4537094e0a%22	http://templates.aucreative.co/arges/images/ava-03.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/ava-03.jpg	(from http://templates.aucreative.co/arges/home-02.html)
11:56:06	64052/64052	---M--	200	added ('OK')	image/jpeg	etag:%22382df1-fa34-56a453bf258c2%22	http://templates.aucreative.co/arges/images/slide-02.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/slide-02.jpg	(from http://templates.aucreative.co/arges/home-02.html)
11:56:08	43309/43309	---M--	200	added ('OK')	image/jpeg	etag:%22382df6-a92d-56a453c17d291%22	http://templates.aucreative.co/arges/images/team-01.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/team-01.jpg	(from http://templates.aucreative.co/arges/home-02.html)
11:56:14	49350/49350	---M--	200	added ('OK')	image/jpeg	etag:%22382df9-c0c6-56a453c36a925%22	http://templates.aucreative.co/arges/images/team-02.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/team-02.jpg	(from http://templates.aucreative.co/arges/home-02.html)
11:56:20	70188/70188	---M--	200	added ('OK')	image/jpeg	etag:%22382dfd-1122c-56a453c3a71e6%22	http://templates.aucreative.co/arges/images/team-03.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/team-03.jpg	(from http://templates.aucreative.co/arges/home-02.html)
11:56:24	166351/166351	---M--	200	added ('OK')	image/jpeg	etag:%22382d5c-289cf-56a45377bc6e7%22	http://templates.aucreative.co/arges/images/bg-04.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/bg-04.jpg	(from http://templates.aucreative.co/arges/home-02.html)
11:56:27	78218/78218	---M--	200	added ('OK')	image/jpeg	etag:%22382dff-1318a-56a453c55c9f1%22	http://templates.aucreative.co/arges/images/team-04.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/team-04.jpg	(from http://templates.aucreative.co/arges/home-02.html)
11:56:28	205272/205272	---M--	200	added ('OK')	image/png	etag:%22382d81-321d8-56a4539008708%22	http://templates.aucreative.co/arges/images/other-02.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/other-02.png	(from http://templates.aucreative.co/arges/home-02.html)
11:56:31	65149/65149	---M--	200	added ('OK')	image/jpeg	etag:%22382df3-fe7d-56a453c17bb21%22	http://templates.aucreative.co/arges/images/slide-03.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/slide-03.jpg	(from http://templates.aucreative.co/arges/home-03.html)
11:56:35	41621/41621	---M--	200	added ('OK')	image/jpeg	etag:%22382dc8-a295-56a453adf88c5%22	http://templates.aucreative.co/arges/images/services-06.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/services-06.jpg	(from http://templates.aucreative.co/arges/home-03.html)
11:56:36	71402/71402	---M--	200	added ('OK')	image/jpeg	etag:%22382dc4-116ea-56a453ac3947a%22	http://templates.aucreative.co/arges/images/services-04.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/services-04.jpg	(from http://templates.aucreative.co/arges/home-03.html)
11:56:40	78743/78743	---M--	200	added ('OK')	image/jpeg	etag:%22382dc6-13397-56a453adc2d64%22	http://templates.aucreative.co/arges/images/services-05.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/services-05.jpg	(from http://templates.aucreative.co/arges/home-03.html)
11:56:53	136160/136160	---M--	200	added ('OK')	image/jpeg	etag:%22382d84-213e0-56a4538fce557%22	http://templates.aucreative.co/arges/images/other-03.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/other-03.jpg	(from http://templates.aucreative.co/arges/home-03.html)
11:56:53	112661/112661	---M--	200	added ('OK')	image/png	etag:%22382e01-1b815-56a453c60babd%22	http://templates.aucreative.co/arges/images/team-05.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/team-05.png	(from http://templates.aucreative.co/arges/home-03.html)
11:56:55	4700/4700	---M--	200	added ('OK')	image/jpeg	etag:%22382d4e-125c-56a453658418d%22	http://templates.aucreative.co/arges/images/ava-04.jpg	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/ava-04.jpg	(from http://templates.aucreative.co/arges/home-03.html)
11:56:57	135481/135481	---M--	200	added ('OK')	image/png	etag:%22382e02-21139-56a453c899ba6%22	http://templates.aucreative.co/arges/images/team-06.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/team-06.png	(from http://templates.aucreative.co/arges/home-03.html)
11:56:58	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22300af2-2f68-56a45304f3bc1%22	http://templates.aucreative.co/arges/vendor/revolution/fonts/revicons/revicons.eot?5510888	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/fonts/revicons/revicons90c6.eot	(from http://templates.aucreative.co/arges/vendor/revolution/css/settings.css)
11:56:58	7536/7536	---M--	200	added ('OK')	application/x-font-woff	etag:%22300af6-1d70-56a453075f5e0%22	http://templates.aucreative.co/arges/vendor/revolution/fonts/revicons/revicons.woff?5510888	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/fonts/revicons/revicons90c6.woff	(from http://templates.aucreative.co/arges/vendor/revolution/css/settings.css)
11:56:59	13532/13532	---M--	200	added ('OK')	image/svg+xml	etag:%22300af4-34dc-56a45305e62af%22	http://templates.aucreative.co/arges/vendor/revolution/fonts/revicons/revicons.svg?5510888	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/fonts/revicons/revicons90c6.svg	(from http://templates.aucreative.co/arges/vendor/revolution/css/settings.css)
11:57:00	326/326	---M--	200	added ('OK')	text/html	etag:%22262f58-146-56a452c7a5cb5%22	http://templates.aucreative.co/arges/vendor/revolution/css/openhand.cur	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/css/openhand.html	(from http://templates.aucreative.co/arges/vendor/revolution/css/settings.css)
11:57:00	326/326	---M--	200	added ('OK')	text/html	etag:%22262f54-146-56a452c3b8e7d%22	http://templates.aucreative.co/arges/vendor/revolution/css/closedhand.cur	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/css/closedhand.html	(from http://templates.aucreative.co/arges/vendor/revolution/css/settings.css)
11:57:01	933/933	---M--	200	added ('OK')	image/png	etag:%22262f4e-3a5-56a452bda20ef%22	http://templates.aucreative.co/arges/vendor/revolution/assets/gridtile.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/assets/gridtile.png	(from http://templates.aucreative.co/arges/vendor/revolution/css/settings.css)
11:57:01	931/931	---M--	200	added ('OK')	image/png	etag:%22262f51-3a3-56a452bfd589d%22	http://templates.aucreative.co/arges/vendor/revolution/assets/gridtile_white.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/assets/gridtile_white.png	(from http://templates.aucreative.co/arges/vendor/revolution/css/settings.css)
11:57:01	11968/11968	---M--	200	added ('OK')	application/x-font-ttf	etag:%22300af5-2ec0-56a453065e0aa%22	http://templates.aucreative.co/arges/vendor/revolution/fonts/revicons/revicons.ttf?5510888	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/fonts/revicons/revicons90c6.ttf	(from http://templates.aucreative.co/arges/vendor/revolution/css/settings.css)
11:57:01	137467/137467	---M--	200	added ('OK')	image/png	etag:%22382e03-218fb-56a453c97efa3%22	http://templates.aucreative.co/arges/images/team-07.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/team-07.png	(from http://templates.aucreative.co/arges/home-03.html)
11:57:01	938/938	---M--	200	added ('OK')	image/png	etag:%22262f4f-3aa-56a452bec64be%22	http://templates.aucreative.co/arges/vendor/revolution/assets/gridtile_3x3.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/assets/gridtile_3x3.png	(from http://templates.aucreative.co/arges/vendor/revolution/css/settings.css)
11:57:02	935/935	---M--	200	added ('OK')	image/png	etag:%22262f50-3a7-56a452bec7846%22	http://templates.aucreative.co/arges/vendor/revolution/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/assets/gridtile_3x3_white.png	(from http://templates.aucreative.co/arges/vendor/revolution/css/settings.css)
11:57:02	184/184	---M--	200	added ('OK')	image/png	etag:%22262f4d-b8-56a452bda47ff%22	http://templates.aucreative.co/arges/vendor/revolution/assets/coloredbg.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/assets/coloredbg.png	(from http://templates.aucreative.co/arges/vendor/revolution/css/settings.css)
11:57:03	2545/2545	---M--	200	added ('OK')	image/gif	etag:%22262f52-9f1-56a452bfd9335%22	http://templates.aucreative.co/arges/vendor/revolution/assets/loader.gif	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/vendor/revolution/assets/loader.gif	(from http://templates.aucreative.co/arges/vendor/revolution/css/settings.css)
11:57:10	136506/136506	---M--	200	added ('OK')	image/png	etag:%22382e0a-2153a-56a453cc15174%22	http://templates.aucreative.co/arges/images/team-08.png	C:/My%20Web%20Sites/Tez%20Gaming/templates.aucreative.co/arges/images/team-08.png	(from http://templates.aucreative.co/arges/home-03.html)
